BlueHist,GreenHist,RedHist
0.0,0.0,0.0
0.005616290351815587,0.0009317161000542089,0.0
0.00951863922464806,0.001542373318877617,0.0
0.0121424179635994,0.001796477709801492,0.0
0.01376484260881618,0.0019239332455664834,0.0
0.015006983711780615,0.0019715274013268284,0.0
0.015942587847275286,0.0020110547510260976,0.0
0.016929725733822846,0.002024768321329926,0.0
0.018037701381459933,0.002038481891633754,0.0
0.03128542945384886,0.0020513887813314747,0.0
0.04448606633993084,0.0020626823098169804,0.0
0.04591657218812307,0.0020763958801208087,0.0
0.04738972665787631,0.0020949495340612818,0.0
0.049180968763438755,0.0021256033970933684,0.0
0.07517441509192554,0.002240152043160639,0.0
0.07694966396440261,0.0024708626965073955,0.0
0.09106635770109714,0.0031500877668499444,0.0
0.10473079834665511,0.01464931980691293,0.0
0.1184147862770952,0.015376139033015823,0.0
0.12019625474021658,0.015761732362735228,0.0
0.12147127082230097,0.015935975373654456,0.0
0.12272318556770646,0.01601422339244689,0.0
0.1239644381577217,0.01606262422881334,0.0
0.13716063247905774,0.016091664730633212,0.0
0.15020755662493024,0.016136032163969128,0.0
0.15136528899772186,0.016163459304576782,0.0
0.1522449168174177,0.016196533209427193,0.0
0.1529832710781927,0.016223960350034847,0.0
0.15347906130383945,0.01624574072639975,0.0
0.15411345954955946,0.016278007950644054,0.0
0.15457104371839114,0.016297368285190635,0.0
0.15542757020140813,0.016320762022767752,0.0
0.16822037964381292,0.016361902733679237,0.0
0.16909467638581366,0.016379649707013604,0.0
0.1703874627268818,0.016401430083378507,0.0
0.1716820260938483,0.016411916931257906,0.0
0.1967985101414868,0.016431277265804487,0.0
0.19789671214668283,0.016444184155502205,0.0
0.19900024522957396,0.01645951108701825,0.0
0.19981678862987748,0.0164861315470198,0.0
0.200401430150443,0.016520818813082424,0.0
0.20124729447806972,0.01653533906399236,0.0
0.2140134485319989,0.01655147267611451,0.0
0.21445592798069438,0.016563572885206122,0.0
0.21502901883292047,0.016575673094297735,0.0
0.21541196791402037,0.016582933219752703,0.0
0.21588643382888661,0.016593420067632102,0.0
0.21642309565019602,0.016598260151268748,0.0
0.21694376423842002,0.016607940318542038,0.0
0.21764302392943075,0.016615200443997006,0.0
0.21863904694547018,0.016621653888845865,0.0
0.23160422790001742,0.016625687291876405,0.0
0.23286058521016886,0.016631334056119156,0.0
0.2341746958620175,0.016639400862180232,0.0
0.24746240701711986,0.01664585430702909,0.0
0.24912925730979604,0.01665311443248406,0.0
0.2512812356727287,0.016661987919151244,0.0
0.26529486190731744,0.016674088128242857,0.0
0.291665926239209,0.016684574976122253,0.0
0.3059656536434362,0.016696675185213866,0.0
0.3085050236522147,0.01672248896460931,0.0
0.32309262925197874,0.016775729884612407,0.0
0.3261926509316947,0.016887051808255248,0.0
0.35250862746073663,0.017228277704638736,0.0
0.3664840476385103,0.01797123054286378,0.0
0.3682184249153247,0.030006098505382172,0.0
0.36937260323631954,0.030400565321768762,0.0
0.3701944777143182,0.03064337618420713,0.0
0.3708093286751561,0.03093539456361806,0.0
0.37129001418066665,0.03178724928366762,0.0
0.37185599692929927,0.04369869511345156,0.0
0.37254370595197056,0.04489742249412736,0.0
0.37335402976162974,0.04651965719300963,0.0
0.38615750135942484,0.07008037765559255,0.0
0.38715174734956587,0.07179215390175275,0.0
0.38823040206987974,0.07320142492062263,0.0
0.3894512188620637,0.0854379630346679,0.0
0.4028953082962231,0.08654392214564134,1.041990117765723e-06
0.40435069250699257,0.08750790546993985,2.083980235531446e-06
0.4178898528267151,0.09928786236092826,9.377911059891508e-06
0.4194873991093546,0.10003484860218384,1.9797812237548738e-05
0.4347165110584322,0.10063824569555228,4.167960471062893e-05
0.43617189526920164,0.10119162859134206,8.54431896567893e-05
0.43776677601299363,0.1023306616071659,0.00017297035954911004
0.4517190948540884,0.1146115671545471,0.00028654728238557386
0.46530534636011783,0.11636367743101267,0.0004866093849965927
0.47897689510926933,0.12884786649113297,0.0010628299201210375
0.4800342255188027,0.14116265262397068,0.001302487647207154
0.48083744122486843,0.14213389607372415,0.016698933627313478
0.4813963158699075,0.14264694493920854,0.017359555361976947
0.48190276825094447,0.14298171739074317,0.01768048831824879
0.4822617274824163,0.14335763055318929,0.017849290717326837
0.482605581993752,0.14413285061565864,0.018030596997818074
0.482936997323799,0.15590312733937375,0.018219197209133668
0.4832319836229293,0.15670174113942023,0.01853283623458115
0.4835891658285028,0.1571922029479336,0.019409149923622124
0.48398188855204377,0.15768992488190195,0.019981202498275508
0.4845443172488796,0.1586038940086218,0.035471427588980746
0.48539373562830307,0.17060165466325924,0.037193837253647485
0.4862582587278627,0.17158741836392266,0.03914131678375162
0.49953353070167644,0.18340044915976147,0.07024263781882292
0.5009347156225454,0.18452899532770592,0.08678110496800048
0.5030618156229009,0.18512755233743772,0.08815653192345124
0.5165529962433673,0.1854227974392731,0.08945693559042286
0.5437939147525136,0.18559220036655566,0.09017695076179898
0.5602429549808259,0.1858180709362658,0.09070628174162396
0.56287473033632,0.18622302460053175,0.09200147545800676
0.5767888431205996,0.18714425385270658,0.10790537062546499
0.5906567532315216,0.1989895518727897,0.1095006574957643
0.5925652790463768,0.19985834688556753,0.12502005830976698
0.5939611328895508,0.2008852512971424,0.12604016663505963
0.6073963371942183,0.20264058829603243,0.12644133283039943
0.6088108498093251,0.22608514675133587,0.1266882844883099
0.610992149099581,0.2283164253078293,0.1268862626106854
0.6246885762113097,0.24130559642737293,0.12704881306905685
0.6385858072495548,0.25472311494875965,0.12715509606106895
0.6406364951362801,0.26807932574408216,0.12724887517166789
0.6556283741279245,0.28123225302666566,0.12735515816367998
0.6689809467283176,0.2828649745734273,0.1274364333928657
0.6704603207887152,0.2838265378559075,0.12763857947571225
0.6714901072968238,0.28477680760990215,0.12817624637647937
0.6720978501540682,0.2859763416711841,0.1289441930932727
